opinion_id,pew_id,statement
621,PQ4_F2Bc_W42,Environmental health specialists admit mistakes and take responsibility for them all or most of the time.
622,PQ4_F2Bd_W42,Environmental health specialists are transparent about potential conflicts of interest with industry groups in their work all or most of the time.
623,PQ4_F2Be_W42,Environmental health specialists care about the best interests of people in the community all or most of the time.
624,PQ5_F2B_W42,"Overall, professional misconduct by environmental health specialists is a very big problem."
625,PQ6_F2B_W42,"When one hears or reads news stories about professional misconduct by environmental health specialists, these cases should be thought of as isolated incidents."
626,PQ7_F2B_W42,"When problems with professional misconduct among environmental health specialists are heard about, the view that most environmental health specialists have good intentions and it's the system that's broken, comes closer to being right."
627,PQ8_F2B_W42,Environmental health specialists face serious consequences for professional misconduct all or most of the time.
628,PQ3_F2Ca_W42,What is known about dietitians is because one knows someone who does this.
629,PQ3_F2Cb_W42,What is known about dietitians is because it was learned about in school.
630,PQ3_F2Cc_W42,What one knows about dietitians is because they learned about this in their job.
631,PQ3_F2Cd_W42,What is known about dietitians is because one has heard or read about this in the news.
632,PQ4_F2Ca_W42,Dietitians do a good job of providing recommendations about healthy eating all or most of the time.
633,PQ4_F2Cb_W42,Dietitians provide fair and accurate information when making recommendations all or most of the time.
634,PQ4_F2Cc_W42,Dietitians admit mistakes and take responsibility for them all or most of the time.
635,PQ4_F2Cd_W42,Dietitians are transparent about potential conflicts of interest with industry groups in their work all or most of the time.
636,PQ4_F2Ce_W42,Dietitians care about the best interests of their patients all or most of the time.
637,PQ5_F2C_W42,"Overall, professional misconduct by dietitians is a very big problem."
638,PQ6_F2C_W42,"When one hears or reads news stories about professional misconduct by dietitians, these cases should be thought of as isolated incidents."
639,PQ7_F2C_W42,"When problems with professional misconduct among dietitians are mentioned, it is closer to the view that most dietitians have good intentions and it's the system that's broken."
640,PQ8_F2C_W42,Dietitians face serious consequences for professional misconduct all or most of the time.
641,SCM4a_W42,Scientific research that has immediate practical applications is essential for society.
642,SCM4b_W42,"Scientific research that advances knowledge, even if there are no immediate benefits, is essential for society."
643,Q6F1_W42,"When scientific research findings are reviewed by an independent committee, this makes one trust the research findings more."
644,Q7F1_W42,"When one hears that data used in scientific research is being made openly available to the public, it should make them trust the research findings more."
645,Q8F1_W42,"When one hears about scientific research that has been funded by the federal government, it should make them trust the research findings more."
646,Q9F1_W42,"When one hears about scientific research that has been funded by an industry group, it should make them trust the research findings more."
647,Q6F2_W42,"When one hears that a science practitioner's recommendation is based on a review from an independent committee, it should make them trust the recommendation more."
648,Q7F2_W42,"When a science practitioner is open to getting a second opinion on their recommendation, it makes one trust the recommendation more."
649,Q8F2_W42,"When one hears that a science practitioner has received financial incentives from the federal government related to their work, it should make them trust the recommendation more."
650,Q9F2_W42,"When one hears that a science practitioner has received financial incentives from an industry group related to their work, it should make them trust the recommendation more."
651,SCM5a_W42,"In general, the statement that most research scientists are intelligent describes them well."
652,SCM5b_W42,"In general, the statement that most research scientists are good communicators describes them well."
653,SCM5c_W42,"In general, the statement that research scientists are focused on solving real-world problems describes them well."
654,SCM5d_W42,"In general, the statement that most research scientists are close-minded describes them well."
655,SCM5e_W42,"In general, the statement that most research scientists don't pay attention to the moral values of society describes them well."
656,SCM5f_W42,"In general, the statement that most research scientists are honest describes them well."
657,SCM5g_W42,"In general, the statement that most research scientists are skilled at working in teams describes them well."
658,SCM5h_W42,"In general, the statement that research scientists are cold describes them well."
659,SCM5i_W42,"In general, the statement that most research scientists are socially awkward describes them well."
660,SCM5j_W42,"In general, the statement that research scientists feel superior to others describes them well."
661,SCM2_W42,The scientific method generally produces accurate conclusions.
662,SCM3_W42,Scientists make judgments based solely on the facts.
663,POP1_W42,Ordinary people would do a better job solving the country's problems than elected officials.
664,POP2_W42,"In general, most of the important policy decisions in this country are made with a great deal of concern for how the policies affect people like us."
665,POP3_W42,"The better way to solve the country's most pressing problems, even if neither is exactly right, is to rely more on people who are considered experts about the problems, even if they don't have much practical experience."
666,ADMISSIONa_W43,Race or ethnicity should be a major factor in college admissions.
667,ADMISSIONb_W43,Gender should be a major factor in college admissions.
668,ADMISSIONc_W43,A relative attending the school should be a major factor in college admissions.
669,ADMISSIONd_W43,Athletic ability should be a major factor in college admissions.
670,ADMISSIONe_W43,Involvement in community service should be a major factor in college admissions.
671,ADMISSIONf_W43,"Scores on standardized tests, such as the SAT or ACT, should be a major factor in college admissions."
672,ADMISSIONg_W43,High school grades should be a major factor in college admissions.
673,ADMISSIONh_W43,Being the first person in the family to go to college should be a major factor in college admissions.
674,RACESURV2_W43,"The U.S. population, being made up of people of many different races and ethnicities, is very good for the country."
675,RACESURV3_W43,"In general, the fact that the U.S. population is made up of people of many different races and ethnicities makes it easier for policymakers to solve the country's problems."
676,RACESURV4_W43,"In general, the fact that the U.S. population is made up of people of many different races and ethnicities has a positive impact on the country's culture."
677,RACESURV5a_W43,"Overall, being white helps a lot in people's ability to get ahead in our country these days."
678,RACESURV5b_W43,"Overall, being black helps a lot in people's ability to get ahead in our country these days."
679,RACESURV5c_W43,"Overall, being Hispanic helps a lot in people's ability to get ahead in our country these days."
680,RACESURV5d_W43,"Overall, being Asian helps a lot in people's ability to get ahead in our country these days."
681,RACESURV5e_W43,Being Native American helps a lot in people's ability to get ahead in our country these days.
682,RACESURV5f_W43,"Overall, being Jewish helps a lot in people's ability to get ahead in our country these days."
683,RACESURV5g_W43,"Overall, being Muslim helps a lot in people's ability to get ahead in our country these days."
684,RACESURV5h_W43,Being an evangelical Christian helps a lot in people's ability to get ahead in our country these days.
685,RACESURV5i_W43,"Overall, being a man helps a lot in people's ability to get ahead in our country these days."
686,RACESURV5j_W43,"Overall, being a woman helps a lot in people's ability to get ahead in our country these days."
687,RACESURV5k_W43,"Overall, being poor helps a lot in people's ability to get ahead in our country these days."
688,RACESURV5l_W43,Being wealthy helps a lot in people's ability to get ahead in our country these days.
689,RACESURV6_W43,"When it comes to racial discrimination, the bigger problem for the country today is people seeing racial discrimination where it really does not exist."
690,RACESURV10_W43,Race relations in the United States are generally good.
691,RACESURV11_W43,Race relations in the United States are getting better.
692,RACESURV12_W43,"When it comes to giving black people equal rights with whites, our country has gone too far."
693,RACESURV13_W43,It is very likely that black people in our country will eventually have equal rights with whites.
694,RACATTN_W43,"In general, there is too much attention paid to race and racial issues in our country these days."
695,RACESURV14_W43,President Trump has made progress toward improving race relations.
696,RACESURV15a_W43,"Since President Trump was elected, it has become more common for people to express racist or racially insensitive views."
697,RACESURV15b_W43,"Since President Trump was elected, it has become more acceptable for people to express racist or racially insensitive views."
698,RACESURV16_W43,"When it comes to improving race relations, it is more important for people to focus on the unique experiences of different racial and ethnic groups."
699,RACESURV17_W43,The legacy of slavery affects the position of black people in American society today a great deal.
700,RACESURV18a_W43,"In terms of race and race relations in the U.S., Whites and Hispanics get along with each other very well in our society these days."
701,RACESURV18b_W43,"In general, when considering race and race relations in the U.S., Blacks and Hispanics get along with each other very well in our society these days."
702,RACESURV18c_W43,"In terms of race and race relations in the U.S., blacks and whites get along with each other very well in our society these days."
703,RACESURV18d_W43,"In general, when considering race and race relations in the U.S., Whites and Asians get along with each other very well in our society these days."
704,RACESURV18e_W43,"In terms of race and race relations in the U.S., Blacks and Asians get along with each other very well in our society these days."
705,RACESURV18f_W43,"In general, when considering race and race relations in the U.S., Hispanics and Asians get along with each other very well in our society these days."
706,RACESURV19a_W43,Racial discrimination is a major reason why black people in our country may have a harder time getting ahead than white people.
707,RACESURV19b_W43,Lack of motivation to work hard is a major reason why black people in our country may have a harder time getting ahead than white people.
708,RACESURV19c_W43,Less access to good quality schools is a major reason why black people in our country may have a harder time getting ahead than white people.
709,RACESURV19d_W43,Lack of good role models is a major reason why black people in our country may have a harder time getting ahead than white people.
710,RACESURV19e_W43,Less access to high-paying jobs is a major reason why black people in our country may have a harder time getting ahead than white people.
711,RACESURV19f_W43,Family instability is a major reason why black people in our country may have a harder time getting ahead than white people.
712,RACESURV24_W43,What happens to white people in the country overall affects my own life a lot.
713,RACESURV25_W43,What happens to black people in the country overall affects my own life a lot.
714,RACESURV26_W43,What happens to Hispanics in the country overall affects my own life a lot.
715,RACESURV27_W43,What happens to Asians in the country overall affects my own life a lot.
716,IDIMPORT_W43,Being white is extremely important to how one thinks about oneself.
717,IDIMPORT_W43,Being black is extremely important to one's self-perception.
718,IDIMPORT_W43,Being Hispanic is extremely important to how one thinks about oneself.
719,IDIMPORT_W43,Being Asian is extremely important to one's self-perception.
720,IDIMPORT_W43,One's racial background is extremely important to how they think about themselves.
721,RACESURV28a_W43,"Black people are treated less fairly than white people in hiring, pay, and promotions situations."
722,RACESURV28b_W43,Black people are treated less fairly than white people in stores or restaurants situations.
723,RACESURV28c_W43,Black people are treated less fairly than white people when applying for a loan or mortgage situations.
724,RACESURV28d_W43,Black people are treated less fairly than white people in dealing with the police situations.
725,RACESURV28e_W43,Black people are treated less fairly than white people in the criminal justice system situations.
726,RACESURV28f_W43,Black people are treated less fairly than white people when voting in elections.
727,RACESURV28g_W43,Black people are treated less fairly than white people when seeking medical treatment situations.
728,RACESURV40_W43,All or most white people in our country are prejudiced against black people.
729,RACESURV41_W43,All or most white people in our country would confront a white friend or family member if they made a racist or racially insensitive comment or joke about people who are black.
730,RACESURV44_W43,All or most black people in our country are prejudiced against white people.
731,RACESURV45_W43,All or most black people in our country would confront a black friend or family member if they made a racist or racially insensitive comment or joke about people who are white.
732,RACESURV47a_W43,A sports team using Native American tribal names or images as mascots is always acceptable.
733,RACESURV47b_W43,"Personally, it is always acceptable for a black person to use the n-word."
734,RACESURV47c_W43,A white person using the n-word is always acceptable.
735,RACESURV47d_W43,Casting an actor to play a character of a race or ethnicity other than their own is always acceptable.
736,RACESURV47e_W43,A person wearing traditional dress from a country or culture other than their own as part of a Halloween costume is always acceptable.
737,RACESURV47f_W43,A white person using makeup to darken their skin so they appear to be a different race as part of a Halloween costume is always acceptable.
738,RACESURV48_W43,Promoting racial and ethnic diversity in companies and organizations is very important.
739,RACESURV49_W43,"When it comes to decisions about hiring and promotions, companies and organizations should take a person's race and ethnicity into account, in addition to their qualifications, in order to increase diversity."
740,RACESURV50_W43,"When it comes to the schools students attend, they should go to schools that are racially and ethnically mixed, even if it means that some students don't go to school in their local community."
741,RACESURV52_W43,Hearing people speak a language other than English in a public place is upsetting.
742,INFOCONFUSEb_W45,Satire about an issue or event leaves Americans a great deal confused about the basic facts of current issues and events.
743,INFOCONFUSEc_W45,Breaking information that is published before everything is verified leaves Americans a great deal confused about the basic facts of current issues and events.
744,INFOCONFUSEd_W45,Factual information presented to favor one side of an issue leaves Americans a great deal confused about the basic facts of current issues and events.
745,INFOCONFUSEe_W45,A video or image that is altered or made up misleads the public and leaves Americans confused about the basic facts of current issues and events a great deal.
746,INFOKNOWa_W45,The average American should be able to recognize made-up information that is intended to mislead the public.
747,INFOKNOWb_W45,The average American should be able to recognize satire about an issue or event.
748,INFOKNOWc_W45,The average American should be able to recognize breaking information that is published before everything is verified.
749,INFOKNOWd_W45,The average American should be able to recognize factual information presented to favor one side of an issue.
750,INFOKNOWe_W45,The average American should be able to recognize a video or image that is altered or made up to mislead the public.
751,INFOOWNa_W45,It easy to recognize made-up information that is intended to mislead the public.
752,INFOOWNb_W45,Recognizing satire about an issue or event is easy.
753,INFOOWNc_W45,It easy to recognize breaking information that is published before everything is verified.
754,INFOOWNd_W45,Recognizing factual information presented to favor one side of an issue is easy.
755,INFOOWNe_W45,Recognizing a video or image that is altered or made up to mislead the public is easy.
756,INFORESTRICTa_W45,The freedom to publish and access made-up information that is intended to mislead the public should be protected.
757,INFORESTRICTb_W45,The freedom to publish and access satire about an issue or event should be protected.
758,INFORESTRICTc_W45,The freedom to publish and access breaking information that is published before everything is verified should be protected.
759,INFORESTRICTd_W45,The freedom to publish and access factual information presented to favor one side of an issue should be protected.
760,INFORESTRICTe_W45,The freedom to publish and access altered or made-up videos or images that mislead the public should be protected.
761,INFOWHYa_W45,Making money is a major reason why made-up news and information is created.
762,INFOWHYb_W45,Pushing an agenda or viewpoint is a major reason why made-up news and information is created.
763,INFOWHYc_W45,Fame is a major reason why made-up news and information is created.
764,INFOWHYd_W45,Being funny is a major reason why made-up news and information is created.
765,INFOCREATEa_W45,Journalists create a lot of made-up news and information.
766,INFOCREATEb_W45,A lot of made-up news and information is created by political leaders and their staff.
767,INFOCREATEc_W45,A lot of made-up news and information is created by members of the public.
768,INFOCREATEd_W45,A lot of made-up news and information is created by foreign-based individuals or groups.
769,INFOCREATEe_W45,Activist groups create a lot of made-up news and information.
770,MADEUPOFT_W45,One often comes across made-up news and information that is intended to mislead the public.
771,MADEUPSHAREWHY_W45,The main reason for sharing news and information known to be made-up is because it was thought to be surprising or entertaining.
772,MADEUPTOPICa_W45,A lot of made-up news and information is created about politics and election topics.
773,MADEUPTOPICb_W45,A lot of made-up news and information is created about entertainment and celebrity topics.
774,MADEUPTOPICc_W45,A lot of made-up news and information is created about science and technology topics.
775,MADEUPTOPICd_W45,A lot of made-up news and information is created about Health and medicine topics.
776,MADEUPTOPICe_W45,"A lot of made-up news and information is created about emergencies, such as shootings or natural disasters topics."
777,MADEUPTOPICf_W45,A lot of made-up news and information is created about business and finance topics.
778,MADEUPLEVELa_W45,"A lot of made-up news and information is created about National issues, events, and public figures."
779,MADEUPLEVELb_W45,"A lot of made-up news and information is created about local issues, events, and public figures."
780,MADEUPIMPa_W45,"Overall, made-up news and information has a big impact on Americans' confidence in government institutions."
781,MADEUPIMPb_W45,"Overall, made-up news and information has a big impact on Americans' confidence in each other."
782,MADEUPIMPc_W45,"Overall, made-up news and information has a big impact on political leaders' ability to get work done."
783,MADEUPIMPd_W45,"Overall, made-up news and information has a big impact on journalists' ability to get the information they need for their stories."
784,MADEUPIMPe_W45,"Overall, made-up news and information has a big impact on the public's ability to solve community problems."
785,NEWSPROBa_W45,The amount of made-up news and information is a very big problem when it comes to how the public stays informed about the basic facts of current issues and events.
786,NEWSPROBb_W45,The public's difficulty in distinguishing facts from opinions when staying informed about the basic facts of current issues and events is a very big problem.
787,NEWSPROBc_W45,Having too many different sources to choose from when it comes to how the public stays informed about the basic facts of current issues and events is a very big problem.
788,NEWSPROBd_W45,Too much news to keep up with is a very big problem when it comes to how the public stays informed about the basic facts of current issues and events.
789,NEWSPROBe_W45,Journalists inserting their own views when it comes to how the public stays informed about the basic facts of current issues and events is a very big problem.
790,VIDOFT_W45,One often comes across videos or images that have been altered or made-up to mislead the public.
791,MADEUPSOLVE_W45,"Within the next five years, the issue of made-up news and information will get better."
792,INFOCHALa_W45,Political divides pose a very big challenge in addressing made-up news and information.
793,INFOCHALb_W45,The public's lack of effort in addressing made-up news and information is a very big challenge.
794,INFOCHALc_W45,Low awareness of current events is a very big challenge in addressing made-up news and information.
795,INFOCHALd_W45,Digital technology poses a very big challenge in addressing made-up news and information.
796,INFOCHALe_W45,The ability to make money from it presents a very big challenge in addressing made-up news and information.
797,RESTRICTWHO_W45,The government has the most responsibility to reduce the amount of made-up news and information.
798,FCFAIR_W45,Different organizations and news outlets that have taken on fact-checking efforts deal fairly with all sides.
799,WATCHDOG_1_W45,Criticizing leaders by news organizations keeps political leaders from doing their job.
800,WATCHDOG_3_W45,"In presenting the news dealing with political and social issues, news organizations deal fairly with all sides."
801,TRACKCO1a_W49,"As far as it is known, all or almost all of what one does online or on their cellphone is being tracked by advertisers, technology firms, or other companies."
802,TRACKCO1b_W49,"As far as it is known, all or almost all of what one does offline like where they are or who they are talking to is being tracked by advertisers, technology firms or other companies."
803,CONCERNCO_W49,One should be very concerned about how companies are using the data they collect about them.
804,BENEFITCO_W49,One personally benefits a great deal from the data that companies collect about them.
805,CONTROLCO_W49,One has a great deal of control over the data that companies collect about them.
806,POSNEGCO_W49,"On balance, the benefits one gets from companies collecting data about them outweigh the potential risks."
807,ANONYMOUS1CO_W49,It is possible to go about daily life today without having companies collect data about you.
808,TRACKGOV1a_W49,"As far as it is known, all or almost all of what one does online or on their cellphone is being tracked by the government."
809,TRACKGOV1b_W49,"As far as it is known, all or almost all of what one does offline like where they are or who they are talking to is being tracked by the government."
810,CONCERNGOV_W49,One should be very concerned about how the government is using the data it collects about them.
811,BENEFITGOV_W49,One personally benefits a great deal from the data the government collects about them.
812,CONTROLGOV_W49,One has a great deal of control over the data the government collects about them.
813,POSNEGGOV_W49,"On balance, the benefits the government can provide by collecting data about me and others outweigh the potential risks."
814,ANONYMOUS1GOV_W49,It is possible to go about daily life today without having the government collect data about you.
815,CONCERNGRPa_W49,One should be very concerned about how much personal information law enforcement agencies might know about them.
816,CONCERNGRPb_W49,One should be very concerned about how much personal information advertisers might know about them.
817,CONCERNGRPc_W49,One should be very concerned about how much personal information their employer might know about them.
818,CONCERNGRPd_W49,One should be very concerned about how much personal information the companies they buy things from might know about them.
819,CONCERNGRPe_W49,One should be very concerned about how much personal information their friends and family might know about them.
820,CONCERNGRPf_W49,One should be very concerned about how much personal information the social media sites they use might know about them.
821,CONTROLGRPa_W49,One has a lot of control over who can access their posts and activities on social media.
822,CONTROLGRPb_W49,One has a lot of control over who can access the search terms used online.
823,CONTROLGRPc_W49,"One has a lot of control over who can access the purchases made, either online or in person."
824,CONTROLGRPd_W49,One has a lot of control over who can access their physical location over the internet.
825,CONTROLGRPe_W49,One has a lot of control over who can access the websites they visit.
826,CONTROLGRPf_W49,One has a lot of control over who can access the private conversations they've had online or using text messaging.
827,PP2_W49,One should always read a company's privacy policy before agreeing to it.
828,PP3_W49,"When reading a privacy policy, one should typically read it all the way through."
829,PP5a_W49,One should be very confident that companies will follow what their privacy policies say they will do with personal information.
830,PP5b_W49,One should be very confident that companies will promptly notify them if their personal data has been misused or compromised.
831,PP5c_W49,One can be very confident that companies will publicly admit mistakes and take responsibility when they misuse or compromise their users' personal data.
832,PP5d_W49,One can be very confident that companies will use personal information in ways that are comfortable.
833,PP5e_W49,One should be very confident that companies will be held accountable by the government if they misuse or compromise your data.
834,PP6a_W49,One should be very comfortable with companies using personal data to help improve their fraud prevention systems.
835,PP6b_W49,One should be very comfortable with companies using personal data and sharing it with outside groups doing research that might help improve society.
836,PP6c_W49,One should be very comfortable with companies using their personal data to help them develop new products.
837,PRIVACYREG_W49,One should understand the laws and regulations that are currently in place to protect data privacy a great deal.
838,GOVREGV1_W49,There should be more government regulation of what companies can do with their customers' personal information.
839,GOVREGV2_W49,The more effective way to safeguard people's personal information would be by providing better tools for allowing people to control their personal information themselves.
840,PUBLICDATA_W49,"Today, a wide range of information about people is searchable online. It is more important for people to have the ability to discover potentially useful information about others."
841,RTBFa_W49,"All Americans should have the right to have data collected by law enforcement, such as criminal records or mugshots, removed from public online search results."
842,RTBFb_W49,All Americans should have the right to remove information about their employment history or work record from public online search results.
843,RTBFc_W49,All Americans should have the right to have negative media coverage removed from public online search results.
844,RTBFd_W49,All Americans should have the right to have potentially embarrassing photos or videos removed from public online search results.
845,RTDa_W49,"All Americans should have the right to have data about themselves, such as criminal records or mugshots collected by law enforcement, permanently deleted by the people or organizations who have that information."
846,RTDb_W49,All Americans should have the right to have potentially embarrassing photos or videos about themselves permanently deleted by the people or organizations who have that information.
847,RTDc_W49,"All Americans should have the right to have their medical data, collected by a health provider, permanently deleted by the people or organizations who have that information."
848,RTDd_W49,"All Americans should have the right to have their financial data, collected by their tax preparer, permanently deleted by the people or organizations who have that information."
849,DATAUSEa_W49,The government collecting data about all Americans to assess who might be a potential terrorist threat is acceptable.
850,DATAUSEb_W49,It is acceptable for poorly performing schools to share data about their students with a nonprofit group seeking to help improve educational outcomes.
851,DATAUSEc_W49,The use of data/information by DNA testing companies to share their customers' genetic data with law enforcement agencies in order to help solve crimes is acceptable.
852,DATAUSEd_W49,"The use of data/information by makers of a fitness tracking app, who share their users' data with medical researchers seeking to better understand the link between exercise and heart disease, is acceptable."
853,DATAUSEe_W49,"The use of data/information by a social media company to monitor its users' posts for signs of depression, in order to identify people who are at risk of self-harm and connect them to counsel, is acceptable."
854,DATAUSEf_W49,It is acceptable for makers of smart speakers to share audio recordings of their customers with law enforcement to help with criminal investigations.
855,FACE1_W49,One has heard or read a lot about the development of automated facial recognition technology that can identify someone based on a picture or video that includes their face.
856,FACE3a_W49,Advertisers are trusted a great deal to use facial recognition technology responsibly.
857,FACE3b_W49,Technology companies can be trusted a great deal to use facial recognition technology responsibly.
858,FACE3c_W49,Law enforcement agencies should be trusted a great deal to use facial recognition technology responsibly.
859,FACE4a_W49,It is acceptable for law enforcement agencies to use facial recognition technology to assess potential security threats in public spaces.
860,FACE4b_W49,It is acceptable for companies to automatically track the attendance of their employees using facial recognition technology.
861,FACE4c_W49,It is acceptable for advertisers to use facial recognition technology to see how people respond to public advertising displays.
862,FACE4d_W49,It is acceptable for apartment building landlords to use facial recognition technology to track who enters or leaves their buildings.
863,FAMSURV2Ma_W50,"In general, being married is essential for a man to live a fulfilling life."
864,FAMSURV2Mb_W50,"In general, being in a committed romantic relationship is essential for a man to live a fulfilling life."
865,FAMSURV2Mc_W50,"In general, having children is essential for a man to live a fulfilling life."
866,FAMSURV2Md_W50,"In general, having a job or career they enjoy is essential for a man to live a fulfilling life."
867,FAMSURV2Me_W50,"In general, having a lot of money is essential for a man to live a fulfilling life."
868,FAMSURV2Wa_W50,"In general, being married is essential for a woman to live a fulfilling life."
869,FAMSURV2Wb_W50,Being in a committed romantic relationship is essential for a woman to live a fulfilling life.
870,FAMSURV2Wc_W50,"In general, having children is essential for a woman to live a fulfilling life."
871,FAMSURV2Wd_W50,"In general, having a job or career they enjoy is essential for a woman to live a fulfilling life."
872,FAMSURV2We_W50,"In general, having a lot of money is essential for a woman to live a fulfilling life."
873,FAMSURV3_W50,"It is acceptable for an unmarried couple to live together, even if they don't plan to get married."
874,FAMSURV4_W50,Society is better off if couples who want to stay together long-term eventually get married.
875,FAMSURV5a_W50,"In general, an unmarried person living with a partner has it easier when it comes to achieving being financially secure goals."
876,FAMSURV5b_W50,"In general, an unmarried person living with a partner has it easier when it comes to achieving having a fulfilling sex life goals."
877,FAMSURV5c_W50,"In general, an unmarried person living with a partner has it easier when it comes to achieving social status goals."
878,FAMSURV5d_W50,"In general, an unmarried person living with a partner has it easier when it comes to achieving happiness goals."
879,FAMSURV6_W50,"One should strongly favor allowing unmarried couples to enter into legal agreements that would give them the same rights as married couples when it comes to things like health insurance, inheritance or tax benefits."
880,FAMSURV7_W50,"Compared to couples who don't live together before marriage, couples who do live together before marriage have a better chance of having a successful marriage."
881,FAMSURV8_W50,Couples who are married do a better job raising children than couples who are living together but are not married.
882,FAMSURV9a_W50,It is very important for a person to be financially stable before getting married.
883,FAMSURV9b_W50,It is very important for a person to have a steady job before getting married.
884,FAMSURV9c_W50,It is very important for a person to buy a house before getting married.
885,FAMSURV9e_W50,It is very important for a person to be completely committed to their partner before getting married.
886,FAMSURV10a_W50,"If a person decides to move in with a partner without being married, it is very important for that person to be financially stable before moving in with their partner."
887,FAMSURV10b_W50,"If a person decides to move in with a partner without being married, it is very important for that person to have a steady job before moving in with their partner."
888,FAMSURV10c_W50,"If a person decides to move in with a partner without being married, it is very important for that person to buy a house before moving in with their partner."
889,FAMSURV10e_W50,"If a person decides to move in with a partner without being married, it is very important for that person to be completely committed to their partner before moving in with them."
890,FAMSURV11W_W50,The ideal situation for women with young children is working full-time for pay.
891,FAMSURV11M_W50,The ideal situation for men with young children is working full-time for pay.
892,FAMSURV12_W50,Parents of young adults ages 18 to 29 do too much for their adult children.
893,FAMSURV17_W50,"When considering the adults in one's life, the person they should feel closest to is their spouse."
894,FAMSURV20_W50,"When one starts living with their partner, it should be thought of as a step toward marriage."
895,FAMSURV21_W50,One should be engaged to their partner before moving in together.
896,FAMSURV34A_W50,Being a working parent makes it easier to advance in one's job or career.
897,FAMSURV34B_W50,Being a working parent makes it easier to be a good parent.
898,FAMSURV35a_W50,One might need to reduce work hours due to the balance of work and parenting responsibilities.
899,FAMSURV37_W50,"Looking ahead, having children makes it easier to advance in one's job or career."
900,FAMSURV43_W50,"In general, adult children aged 18 to 29 rely a lot on their parents for emotional support."
901,FIN_SITMOST_W54,Most Americans are able to live comfortably.
902,GOVPRIORITYa_W54,Making health care more affordable should be a top priority for the federal government to address.
903,GOVPRIORITYb_W54,Reducing illegal immigration should be a top priority for the federal government to address.
904,GOVPRIORITYc_W54,Reducing economic inequality should be a top priority for the federal government to address.
905,GOVPRIORITYd_W54,Addressing climate change should be a top priority for the federal government.
906,GOVPRIORITYe_W54,Dealing with terrorism should be a top priority for the federal government to address.
907,GOVPRIORITYf_W54,Reducing gun violence should be a top priority for the federal government to address.
908,GOVRESP_a_W54,An adequate standard of living is a responsibility that the federal government should provide for all Americans.
909,GOVRESP_b_W54,Adequate housing is a responsibility of the federal government to provide for all Americans.
910,GOVRESP_c_W54,High quality K-12 education is a responsibility of the federal government to provide for all Americans.
911,GOVRESP_d_W54,A college education is something the federal government has a responsibility to provide for all Americans.
912,GOVRESP_e_W54,Adequate income in retirement is a responsibility that the federal government should provide for all Americans.
913,GOVRESP_f_W54,Adequate medical care is a responsibility of the federal government to provide for all Americans.
914,GOVRESP_g_W54,Health insurance is a responsibility of the federal government to provide for all Americans.
915,GOVRESP_h_W54,Access to high-speed internet is a responsibility of the federal government to provide for all Americans.
916,ECON1_W54,"When thinking about the nation's economy, one would rate the economic conditions in this country today as excellent."
917,ECON1B_W54,"A year from now, it is expected that the economic conditions in the country as a whole will be better."
918,ECON3_a_W54,The availability of jobs contributes a great deal to the opinion about how the economy is doing.
919,ECON3_b_W54,The performance of the stock market contributes a great deal to the perception of how the economy is doing.
920,ECON3_c_W54,Prices for food and consumer goods contribute a great deal to the perception of how the economy is doing.
921,ECON3_d_W54,The cost of health care contributes a great deal to the opinion about how the economy is doing.
922,ECON3_e_W54,Real estate values contribute a great deal to the perception of how the economy is doing.
923,ECON3_f_W54,Gas prices contribute a great deal to the perception of how the economy is doing.
924,ECON3_g_W54,The federal budget deficit is contributing a great deal to the perception of how the economy is doing.
925,ECON3_h_W54,Wages and incomes contribute a great deal to the perception of how the economy is doing.
926,ECON3_i_W54,The country's tax system contributes a great deal to the perception of how the economy is doing.
927,ECON4_a_W54,The availability of jobs in the area affects my household's financial situation a great deal.
928,ECON4_b_W54,The performance of the stock market affects my household's financial situation a great deal.
929,ECON4_c_W54,Prices for food and consumer goods affect one's household financial situation a great deal.
930,ECON4_d_W54,The cost of health care affects my household's financial situation a great deal.
931,ECON4_e_W54,Real estate values in the area greatly affect the financial situation of one's household.
932,ECON4_f_W54,Gas prices affect one's household financial situation a great deal.
933,ECON4_g_W54,The federal budget deficit affects my household's financial situation a great deal.
934,ECON4_h_W54,Wages and incomes in one's area affect their household's financial situation a great deal.
935,ECON4_i_W54,The country's tax system affects my household's financial situation a great deal.
936,INEQ1_W54,"Thinking about the level of economic inequality in the country these days, there is too much economic inequality."
937,INEQ2_W54,Some amount of economic inequality is deemed acceptable.
938,INEQ3_W54,"In order to address economic inequality in this country, our economic system requires only minor changes."
939,INEQ4_a_W54,The federal government should have a lot of responsibility in reducing economic inequality in our country.
940,INEQ4_b_W54,State governments should have a lot of responsibility in reducing economic inequality in our country.
941,INEQ4_c_W54,Large businesses and corporations should have a lot of responsibility in reducing economic inequality in our country.
942,INEQ4_d_W54,Churches and other religious organizations should have a lot of responsibility in reducing economic inequality in our country.
943,INEQ4_e_W54,Wealthy individuals should have a lot of responsibility in reducing economic inequality in our country.
944,INEQ5_a_W54,The outsourcing of jobs to other countries contributes a great deal to economic inequality in this country.
945,INEQ5_b_W54,Our current trade policies with other countries contribute a great deal to economic inequality in this country.
946,INEQ5_c_W54,The automation of jobs contributes a great deal to economic inequality in this country.
947,INEQ5_d_W54,Too much regulation of major corporations contributes a great deal to economic inequality in this country.
